school_year,lea_code,school_type,school_code,school_name,official_school_name,address_line1,address_line2,city,state,zip_code_5,opening_effective_date,grade_level_current,school_type_description,school_program_type_description,school_calendar_description
2013-14,180,school_district,180364,River Bend Middle,River Bend Middle,4670 Oxford School Road,,Claremont,NC,28610,06/30/1999,07:08,Regular School,,Traditional
2013-14,180,school_district,180368,Sherrills Ford Elementary,Sherrills Ford Elementary,8103 Sherrills Ford Road,,Sherrills Ford,NC,28673,06/30/1990,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180372,Saint Stephens Elementary,Saint Stephens Elementary,684 30th Street NE,,Conover,NC,28613,06/30/1990,KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180376,Saint Stephens High,Saint Stephens High,3205 34th Street Drive NE,,Hickory,NC,28601,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,180,school_district,180379,Snow Creek Elementary,Snow Creek Elementary School,3238 Snow Creek Rd,,Hickory,NC,28601,07/01/2009,P3:PK:KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180380,Startown Elementary,Startown Elementary,4119 Startown Road,,Newton,NC,28658,06/30/1990,P3:PK:KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,180,school_district,180388,Webb A Murray Elementary,Webb A Murray Elementary,3901 Section House Road,,Hickory,NC,28601,06/30/1990,PK:KG:01:02:03:04:05:06,Regular School,,Traditional
2013-14,181,school_district,181312,Northview Middle,Northview Middle,302 28th Avenue NE,,Hickory,NC,28601,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,181,school_district,181316,Grandview Middle,Grandview Middle,451 Catawba Valley Boulevard,,Hickory,NC,28602,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,181,school_district,181318,Hickory Career  Arts Magnet High School,Hickory Career & Arts Magnet High School,409 8th Avenue NE,,Hickory,NC,28601,06/30/1990,06:07:08:09:10:11:12,Regular School,,Traditional
2013-14,181,school_district,181322,Hickory High,Hickory High,1234 3rd Street NE,,Hickory,NC,28601,06/30/1990,09:10:11:12:13,Regular School,,Traditional
2013-14,181,school_district,181326,W M Jenkins Elementary,W M Jenkins Elementary,3750 N Center Street,,Hickory,NC,28601,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,181,school_district,181332,Longview Elementary,Longview Elementary,737 12th Street SW,,Hickory,NC,28602,06/30/1990,P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,181,school_district,181336,Oakwood Elementary,Oakwood Elementary,366 4th Street NW,,Hickory,NC,28601,06/30/1990,P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,181,school_district,181342,Southwest Elementary,Southwest Elementary,1580 32nd Street SW,,Hickory,NC,28602,06/30/1990,P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,181,school_district,181344,Viewmont Elementary,Viewmont Elementary,21 16th Avenue NW,,Hickory,NC,28601,06/30/1990,P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,182,school_district,182304,Conover Special Education,Conover Special Education,108 7th Street Place SW,,Conover,NC,28613,06/30/1990,P2:P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12:13,Exceptional Children,,Traditional
2013-14,182,school_district,182316,Newton-Conover High,Newton-Conover High,338 W 15th Street,,Newton,NC,28658,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,182,school_district,182321,Newton-Conover Middle,Newton-Conover Middle,873 Northern Dr NW,,Conover,NC,28613,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,182,school_district,182322,Shuford Elementary,Shuford Elementary,810 Hunsucker Drive,,Conover,NC,28613,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,182,school_district,182324,South Newton Elementary,South Newton Elementary,306 West I Street,,Newton,NC,28658,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,182,school_district,182328,North Newton Elementary,North Newton Elementary,221 West 26th St,,Newton,NC,28658,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,182,school_district,182700,Discovery High School,The Discovery High School at Newton-Conover,301 West 18th St,,Newton,NC,28658,07/02/2005,09:10:11:12,Regular School,Cooperative Innovative High School,Traditional
2013-14,190,school_district,190304,Bennett School,Bennett School,61 Randolph Street,,Bennett,NC,27208,06/30/1990,P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,190,school_district,190308,Bonlee School,Bonlee School,153 Bonlee School Road,,Bonlee,NC,27213,06/30/1990,KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,190,school_district,190310,SAGE Academy,SAGE Academy,501 Martin L King Jr Blvd,,Siler City,NC,27344,11/11/1997,09:10:11:12,Alternative Education,,Traditional
2013-14,190,school_district,190312,Chatham Middle,Chatham Middle,2025 South 2nd Avenue Ext,,Siler City,NC,27344,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,190,school_district,190316,Chatham Central High,Chatham Central High,14950 NC Hwy 902 W,,Bear Creek,NC,27207,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,190,school_district,190328,Horton Middle,Horton Middle,79 Horton Road,,Pittsboro,NC,27312,06/30/1990,05:06:07:08,Regular School,,Traditional
2013-14,190,school_district,190332,J S Waters School,J S Waters School,55 J S Waters School Road,,Goldston,NC,27252,07/01/1990,KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,190,school_district,190336,Jordan Matthews High,Jordan Matthews High,910 East Cardinal Street,,Siler City,NC,27344,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,190,school_district,190339,Margaret B. Pollard Middle,Margaret B. Pollard Middle School,185 Granite Mill Blvd.,,Chapel Hill,NC,27516,07/01/2010,06:07:08,Regular School,,Traditional
2013-14,190,school_district,190340,Moncure School,Moncure School,600 Moncure School Road,,Moncure,NC,27559,06/30/1990,PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,190,school_district,190341,North Chatham Elementary,North Chatham Elementary,3380 Lystra Road,,Chapel Hill,NC,27517,06/30/1991,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,190,school_district,190342,Northwood High,Northwood High,310 Northwood High School Road,,Pittsboro,NC,27312,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,190,school_district,190346,Perry W Harrison Elementary,Perry W Harrison Elementary,2655 Hamlet Chapel Road,,Pittsboro,NC,27312,06/30/1997,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,190,school_district,190348,Pittsboro Elementary,Pittsboro Elementary,375 Pittsboro School Road,,Pittsboro,NC,27312,06/30/1990,P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,190,school_district,190350,Siler City Elementary,Siler City Elementary,671 Ellington Road,,Siler City,NC,27344,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,190,school_district,190352,Silk Hope School,Silk Hope School,7945 Silk Hope/Gum Springs Rd,,Siler City,NC,27344,06/30/1990,P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,190,school_district,190370,Virginia Cross Elementary,Virginia Cross Elementary,234 Cross School Road,,Siler City,NC,27344,07/03/2007,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,190,school_district,190501,Chatham School of Science & Engineering,Chatham School of Science & Engineering,501 Martin Luther King Jr Blvd,,Siler City,NC,27344,07/01/2016,09,Regular School,,Traditional
2013-14,200,school_district,200304,Andrews Elementary,Andrews Elementary,205 Jean Christy Ave.,,Andrews,NC,28901,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,200,school_district,200308,Andrews High,Andrews High,50 High School Drive,,Andrews,NC,28901,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,200,school_district,200310,Andrews Middle,Andrews Middle,2750 Business Hwy 19,,Andrews,NC,28901,06/30/1996,06:07:08,Regular School,,Traditional
2013-14,200,school_district,200312,Hiwassee Dam Elementary/Middle,Hiwassee Dam Elementary/Middle,337 Blue Eagle Circle,,Murphy,NC,28906,06/30/1990,P2:P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,200,school_district,200314,Hiwassee Dam High,Hiwassee Dam High,267 Blue Eagle Circle,,Murphy,NC,28906,06/30/2002,09:10:11:12,Regular School,,Traditional
2013-14,200,school_district,200316,Marble Elementary,Marble Elementary,2230 Airport Road,,Marble,NC,28905,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,200,school_district,200320,Martins Creek Elementary/Mid,Martins Creek Elementary/Mid,1459 Tobe Stalcup Road,,Murphy,NC,28906,06/30/1990,P2:P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,200,school_district,200322,The Oaks Academy,The Oaks Academy,4533 Martins Creek Road,,Murphy,NC,28906,06/30/1997,06:07:08:09:10:11:12,Alternative Education,,Traditional
2013-14,200,school_district,200324,Murphy Elementary,Murphy Elementary,315 Valley River Avenue,,Murphy,NC,28906,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,200,school_district,200328,Murphy High,Murphy High,234 High School Circle,,Murphy,NC,28906,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,200,school_district,200330,Murphy Middle,Murphy Middle,65 Middle School Drive,,Murphy,NC,28906,06/30/1994,06:07:08,Regular School,,Traditional
2013-14,200,school_district,200332,Peachtree Elementary,Peachtree Elementary,30 Upper Peachtree Road,,Murphy,NC,28906,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,200,school_district,200336,Ranger Elementary/Middle,Ranger Elementary/Middle,101 Hardy Truett Road,,Murphy,NC,28906,06/30/1990,P2:P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,200,school_district,200350,Tri-County Early College High,Tri-County Early College High,4650 E US 64 Alt.,,Murphy,NC,28906,07/02/2006,09:10:11:12:13,Regular School,Early College,Traditional
2013-14,209,school_district,209204,Cherokee High,Cherokee High School,200 Ravensford Drive,,Cherokee,NC,28719,07/01/1990,09:10:11:12,Regular School,,Traditional
2013-14,209,school_district,209206,Cherokee Middle,Cherokee Middle School,150 Ravensford Drive,,Cherokee,NC,28719,08/04/2008,06:07:08,Regular School,,Traditional
2013-14,209,school_district,209208,Cherokee Elementary,Cherokee Elementary School,130 Ravensford Drive,,Cherokee,NC,28719,07/01/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,210,school_district,210304,Chowan Middle,Chowan Middle,2845 Virginia Road,,Tyner,NC,27980,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,210,school_district,210306,D F Walker Elementary,D F Walker Elementary,125 Sandy Ridge Road,,Edenton,NC,27932,06/30/1990,03:04:05,Regular School,,Traditional
2013-14,210,school_district,210312,John A Holmes High,John A Holmes High,600 Woodard Street,,Edenton,NC,27932,07/01/1990,09:10:11:12,Regular School,,Traditional
2013-14,210,school_district,210316,White Oak Elementary,White Oak Elementary,111 Sandy Ridge Road,,Edenton,NC,27932,06/30/1990,PK:KG:01:02,Regular School,,Traditional
2013-14,220,school_district,220308,Hayesville Elementary,Hayesville Elementary,72 Elementary School Drive,,Hayesville,NC,28904,06/30/1990,PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,220,school_district,220310,Hayesville High,Hayesville High,205 Yellow Jacket Drive,,Hayesville,NC,28904,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,220,school_district,220312,Hayesville Middle,Hayesville Middle,135 School Drive,,Hayesville,NC,28904,06/30/1990,05:06:07:08,Regular School,,Traditional
2013-14,230,school_district,230304,Bethware Elementary,Bethware Elementary School,115 Bethware Drive,,Kings Mountain,NC,28086,07/01/2004,P2:P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,230,school_district,230308,Boiling Springs Elementary,Boiling Springs Elementary School,1522 Patrick Avenue,,Shelby,NC,28152,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,230,school_district,230312,Burns High,Burns High School,307 E Stagecoach Trail,,Lawndale,NC,28090,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,230,school_district,230316,Burns Middle,Burns Middle,215 Shady Grove Road,,Lawndale,NC,28090,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,230,school_district,230320,Casar Elementary,Casar Elementary,436 Schoolhouse Road,,Casar,NC,28020,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,230,school_district,230322,Cleveland ECHS,Cleveland Early College High School,1800 E. Marion Street,,Shelby,NC,28152,07/01/2008,09:10:11:12:13,Regular School,Early College,Traditional
2013-14,230,school_district,230324,Crest High,Crest High School,800 Old Boiling Springs,,Shelby,NC,28152,06/30/1990,09:10:11:12,Regular School,,Traditional
2013-14,230,school_district,230328,Crest Middle,Crest Middle School of Technology,315 Beaverdam Church Rd,,Shelby,NC,28150,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,230,school_district,230330,Turning Point Academy,Turning Point Academy,409 West Sumter Street,,Shelby,NC,28150,07/01/2004,06:07:08:09:10:11:12,Alternative Education,,Traditional
2013-14,230,school_district,230334,East Elementary,East Elementary,600 Cleveland Avenue,,Kings Mountain,NC,28086,07/01/2004,P2:P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,230,school_district,230336,Shelby Intermediate,Shelby Intermediate School,220 S Post Road,,Shelby,NC,28152,06/30/1990,05:06,Regular School,,Traditional
2013-14,230,school_district,230340,Fallston Elementary,Fallston Elementary,112 Gary Street,,Fallston,NC,28042,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,230,school_district,230342,Graham Elementary,Graham Elementary,1100 Blanton Street,,Shelby,NC,28150,07/01/2004,P2:P3:PK:KG:01:02:03:04,Regular School,,Year Round
2013-14,230,school_district,230344,Grover Elementary,Grover Elementary,206 Carolina Avenue,,Grover,NC,28073,07/01/2004,P2:P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,230,school_district,230346,James Love Elementary,James Love Elementary,309 James Love Road,,Shelby,NC,28152,07/01/2004,P2:P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,230,school_district,230348,Jefferson Elementary,Jefferson Elementary,1166 Wyke Road,,Shelby,NC,28150,07/01/2004,P2:P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,230,school_district,230350,Kings Mountain High,Kings Mountain High,500 Phifer Road,,Kings Mountain,NC,28086,07/01/2004,09:10:11:12,Regular School,,Traditional
2013-14,230,school_district,230351,Kings Mountain Intermediate,Kings Mountain Intermediate,227 Kings Mountain Boulevard,,Kings Mountain,NC,28086,07/01/2004,05:06,Regular School,,Traditional
2013-14,230,school_district,230352,Kings Mountain Middle,Kings Mountain Middle,1000 Phifer Road,,Kings Mountain,NC,28086,07/01/2004,07:08,Regular School,,Traditional
2013-14,230,school_district,230355,Marion Elementary,Marion Elementary School,410 Forest Hill Drive,,Shelby,NC,28150,07/01/2004,P2:P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,230,school_district,230357,North Elementary,North Elementary,900 N Ramseur Street,,Kings Mountain,NC,28086,07/01/2004,P2:P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,230,school_district,230359,North Shelby,North Shelby School,1205 Northside Drive,,Shelby,NC,28150,07/01/2004,P2:P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12,Exceptional Children,,Traditional
2013-14,230,school_district,230361,Shelby High,Shelby High,230 E Dixon Boulevard,,Shelby,NC,28152,07/01/2004,09:10:11:12,Regular School,,Traditional
2013-14,230,school_district,230362,Shelby Middle,Shelby Middle,1480 South Dekalb Street,,Shelby,NC,28152,07/01/2004,07:08,Regular School,,Traditional
2013-14,230,school_district,230364,Springmore Elementary,Springmore Elementary,616 McBrayer Homestead Road,,Shelby,NC,28152,06/30/2000,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,230,school_district,230368,Township Three Elementary,Township Three Elementary,526 Davis Road,,Shelby,NC,28152,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,230,school_district,230370,Union Elementary,Union Elementary,1440 Union Church Road,,Shelby,NC,28150,06/30/1991,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,230,school_district,230376,Washington Elementary,Washington Math & Science Immersion School,1907 Stony Point Road,,Shelby,NC,28150,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,230,school_district,230380,West Elementary,West Elementary,500 W Mountain Street,,Kings Mountain,NC,28086,07/01/2004,P2:P3:PK:KG:01:02:03:04,Regular School,,Traditional
2013-14,240,school_district,240304,Acme Delco Middle,Acme Delco Middle,26133 Andrew Jackson Hwy,,Delco,NC,28436,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,240,school_district,240308,Acme Delco Elementary,Acme Delco Elementary,16337 Old Lake Road,,Riegelwood,NC,28456,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,240,school_district,240328,Cerro Gordo Elementary,Cerro Gordo Elementary,7685 Andrew Jackson Hwy,,Cerro Gordo,NC,28430,06/30/1990,P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2013-14,240,school_district,240330,Chadbourn Middle,Chadbourn Middle,801 W Smith Street,,Chadbourn,NC,28431,06/30/1990,06:07:08,Regular School,,Traditional
2013-14,240,school_district,240332,Chadbourn Elementary,Chadbourn Elementary,409 E Third Avenue,,Chadbourn,NC,28431,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2013-14,240,school_district,240334,East Columbus High,East Columbus High,32 Gator Lane,,Lake Waccamaw,NC,28450,06/30/1992,09:10:11:12,Regular School,,Traditional
